Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Uganda,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,12.6
Uganda,F,Marital status,Married or living together,... if she goes out without telling him,2016,30.3
Uganda,F,Marital status,Never married,... if she goes out without telling him,2016,30.1
Uganda,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,28.9
Uganda,F,Marital status,Married or living together,... if she neglects the children,2016,38.3
Uganda,F,Marital status,Never married,... if she neglects the children,2016,39.1
Uganda,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,38.1
Uganda,F,Marital status,Married or living together,... if she refuses to have sex with him,2016,18.5
Uganda,F,Marital status,Never married,... if she refuses to have sex with him,2016,16.6
Uganda,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,19
Uganda,M,Marital status,Married or living together,... for at least one specific reason,2016,35.1
Uganda,M,Marital status,Never married,... for at least one specific reason,2016,46.5
Uganda,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,48.2
Uganda,M,Marital status,Married or living together,... if she argues with him,2016,20.3
Uganda,M,Marital status,Never married,... if she argues with him,2016,26.3
Uganda,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,29.6
Uganda,M,Marital status,Married or living together,... if she burns the food,2016,4.7
Uganda,M,Marital status,Never married,... if she burns the food,2016,10.9
Uganda,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,5.5
Uganda,M,Marital status,Married or living together,... if she goes out without telling him,2016,19.8
Uganda,M,Marital status,Never married,... if she goes out without telling him,2016,24.1
Uganda,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,30.5
Uganda,M,Marital status,Married or living together,... if she neglects the children,2016,22.9
Uganda,M,Marital status,Never married,... if she neglects the children,2016,34.5
Uganda,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,34.3
Uganda,M,Marital status,Married or living together,... if she refuses to have sex with him,2016,9.2
Uganda,M,Marital status,Never married,... if she refuses to have sex with him,2016,14.3
Uganda,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,15.6
Ukraine,F,Marital status,Married or living together,... for at least one specific reason,2007,4.1
Ukraine,F,Marital status,Never married,... for at least one specific reason,2007,2.3
Ukraine,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2007,3.3
Ukraine,F,Marital status,Married or living together,... if she argues with him,2007,1
Ukraine,F,Marital status,Never married,... if she argues with him,2007,0.4
Ukraine,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2007,1
Ukraine,F,Marital status,Married or living together,... if she burns the food,2007,0.2
Ukraine,F,Marital status,Never married,... if she burns the food,2007,0.1
Ukraine,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2007,0.1
Ukraine,F,Marital status,Married or living together,... if she goes out without telling him,2007,0.6
Ukraine,F,Marital status,Never married,... if she goes out without telling him,2007,0.1
Ukraine,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2007,0.3
Ukraine,F,Marital status,Married or living together,... if she neglects the children,2007,3.4
Ukraine,F,Marital status,Never married,... if she neglects the children,2007,2.1
Ukraine,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2007,3.1
Ukraine,F,Marital status,Married or living together,... if she refuses to have sex with him,2007,0.7
Ukraine,F,Marital status,Never married,... if she refuses to have sex with him,2007,0.2
Ukraine,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2007,0.3
Ukraine,M,Marital status,Married or living together,... for at least one specific reason,2007,8.9
Ukraine,M,Marital status,Never married,... for at least one specific reason,2007,11.5
Ukraine,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2007,22
Ukraine,M,Marital status,Married or living together,... if she argues with him,2007,3.2
Ukraine,M,Marital status,Never married,... if she argues with him,2007,6.1
Ukraine,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2007,13
Ukraine,M,Marital status,Married or living together,... if she burns the food,2007,0.4
Ukraine,M,Marital status,Never married,... if she burns the food,2007,1.1
Ukraine,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2007,1.2
Ukraine,M,Marital status,Married or living together,... if she goes out without telling him,2007,2.8
Ukraine,M,Marital status,Never married,... if she goes out without telling him,2007,4.3
Ukraine,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2007,11.5
Ukraine,M,Marital status,Married or living together,... if she neglects the children,2007,7
Ukraine,M,Marital status,Never married,... if she neglects the children,2007,9.3
